payment_id,company_id,provider_type,amount,currency,payment_method,failure_category,failure_classification,event_hour,day_of_week,recovery_success
pay_synth_00379,demo_company_001,STRIPE,1983.48,INR,NETBANKING,BANK,TEMPORARY,2,4,1
pay_synth_03609,demo_company_001,STRIPE,2601.24,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,20,5,1
pay_synth_03337,demo_company_001,STRIPE,5993.71,INR,NETBANKING,PROVIDER,TEMPORARY,11,3,1
pay_synth_01982,demo_company_001,STRIPE,2083.29,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,9,2,1
pay_synth_02107,demo_company_001,STRIPE,7821.78,INR,UPI,CARD,PERMANENT,15,5,0
pay_synth_00227,demo_company_001,STRIPE,664.6,INR,CARD,CARD,PERMANENT,1,2,0
pay_synth_03452,demo_company_001,RAZORPAY,2817.53,INR,UPI,NETWORK,TEMPORARY,6,0,1
pay_synth_03735,demo_company_001,DEMO,1510.62,INR,UPI,CARD,PERMANENT,0,4,0
pay_synth_00431,demo_company_001,DEMO,1177.15,USD,CARD,INSUFFICIENT_FUNDS,TEMPORARY,12,6,1
pay_synth_02209,demo_company_001,DEMO,3569.48,INR,UPI,AUTHENTICATION,TEMPORARY,3,1,0
pay_synth_00955,demo_company_001,DEMO,647.03,INR,UPI,PROVIDER,TEMPORARY,2,2,1
pay_synth_03063,demo_company_001,RAZORPAY,1983.39,USD,NETBANKING,INSUFFICIENT_FUNDS,TEMPORARY,5,4,1
pay_synth_00628,demo_company_001,RAZORPAY,3419.39,USD,UPI,NETWORK,TEMPORARY,5,3,0
pay_synth_00876,demo_company_001,DEMO,315.53,INR,UPI,AUTHENTICATION,TEMPORARY,21,1,1
pay_synth_00624,demo_company_001,DEMO,1172.97,INR,CARD,CUSTOMER_ACTION_REQUIRED,TEMPORARY,20,5,1
pay_synth_04246,demo_company_001,STRIPE,593.94,INR,NETBANKING,INSUFFICIENT_FUNDS,TEMPORARY,10,3,1
pay_synth_04978,demo_company_001,DEMO,558.27,INR,NETBANKING,INSUFFICIENT_FUNDS,TEMPORARY,12,2,1
pay_synth_03005,demo_company_001,RAZORPAY,1858.22,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,1,3,1
pay_synth_03238,demo_company_001,STRIPE,513.97,INR,CARD,CARD,PERMANENT,6,3,0
pay_synth_00539,demo_company_001,DEMO,797.43,INR,CARD,NETWORK,TEMPORARY,18,2,1
pay_synth_03336,demo_company_001,RAZORPAY,1010.87,INR,CARD,CARD,PERMANENT,15,6,0
pay_synth_03289,demo_company_001,STRIPE,2373.69,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,4,1,1
pay_synth_01663,demo_company_001,STRIPE,1179.36,USD,UPI,NETWORK,TEMPORARY,13,5,1
pay_synth_03551,demo_company_001,STRIPE,3675.22,USD,NETBANKING,AUTHENTICATION,TEMPORARY,0,0,0
pay_synth_02130,demo_company_001,DEMO,1616.59,INR,NETBANKING,AUTHENTICATION,TEMPORARY,0,2,1
pay_synth_04941,demo_company_001,DEMO,1285.62,USD,NETBANKING,AUTHENTICATION,TEMPORARY,19,1,1
pay_synth_01089,demo_company_001,STRIPE,704.44,INR,CARD,AUTHENTICATION,TEMPORARY,14,6,0
pay_synth_03049,demo_company_001,DEMO,1403.72,INR,NETBANKING,UNKNOWN,UNKNOWN,13,4,1
pay_synth_00401,demo_company_001,DEMO,947.23,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,0,0,1
pay_synth_02714,demo_company_001,DEMO,6119.64,INR,UPI,NETWORK,TEMPORARY,23,5,1
pay_synth_03897,demo_company_001,DEMO,6227.76,INR,UPI,NETWORK,TEMPORARY,15,5,1
pay_synth_01460,demo_company_001,RAZORPAY,785.44,USD,UPI,PROVIDER,TEMPORARY,16,4,1
pay_synth_01114,demo_company_001,RAZORPAY,2393.47,USD,CARD,AUTHENTICATION,TEMPORARY,3,0,0
pay_synth_03677,demo_company_001,DEMO,900.9,INR,UPI,AUTHENTICATION,TEMPORARY,5,1,1
pay_synth_01400,demo_company_001,RAZORPAY,4418.91,INR,NETBANKING,NETWORK,TEMPORARY,13,1,1
pay_synth_01440,demo_company_001,RAZORPAY,3578.28,INR,CARD,BANK,TEMPORARY,18,1,1
pay_synth_03449,demo_company_001,RAZORPAY,4339.42,INR,UPI,BANK,TEMPORARY,11,0,1
pay_synth_04479,demo_company_001,RAZORPAY,1747.25,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,9,3,1
pay_synth_04912,demo_company_001,RAZORPAY,197.09,INR,NETBANKING,NETWORK,TEMPORARY,22,0,1
pay_synth_01287,demo_company_001,DEMO,3222.24,INR,NETBANKING,TEMPORARY,TEMPORARY,21,3,0
pay_synth_01817,demo_company_001,DEMO,1915.92,INR,UPI,NETWORK,TEMPORARY,13,1,1
pay_synth_04919,demo_company_001,RAZORPAY,2098.61,INR,UPI,CARD,PERMANENT,1,0,0
pay_synth_03004,demo_company_001,RAZORPAY,4835.75,INR,NETBANKING,AUTHENTICATION,TEMPORARY,16,1,1
pay_synth_02139,demo_company_001,DEMO,562.85,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,1,1,1
pay_synth_03730,demo_company_001,RAZORPAY,663.58,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,19,0,1
pay_synth_03514,demo_company_001,STRIPE,373.75,INR,CARD,CARD,PERMANENT,15,5,0
pay_synth_04721,demo_company_001,DEMO,286.57,INR,CARD,NETWORK,TEMPORARY,22,4,1
pay_synth_02523,demo_company_001,DEMO,680.83,INR,CARD,NETWORK,TEMPORARY,12,4,1
pay_synth_01720,demo_company_001,DEMO,15049.55,INR,UPI,AUTHENTICATION,TEMPORARY,16,1,0
pay_synth_00398,demo_company_001,DEMO,1080.5,INR,CARD,NETWORK,TEMPORARY,14,3,1
pay_synth_03008,demo_company_001,DEMO,578.91,INR,UPI,TEMPORARY,TEMPORARY,0,4,0
pay_synth_04005,demo_company_001,DEMO,1483.8,INR,CARD,BANK,PERMANENT,7,6,0
pay_synth_04273,demo_company_001,DEMO,2339.67,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,8,1,0
pay_synth_01259,demo_company_001,DEMO,2654.94,INR,NETBANKING,PROVIDER,TEMPORARY,16,4,1
pay_synth_01035,demo_company_001,DEMO,843.66,INR,CARD,BANK,TEMPORARY,7,2,1
pay_synth_03299,demo_company_001,DEMO,3777.34,INR,UPI,AUTHENTICATION,TEMPORARY,2,5,0
pay_synth_01377,demo_company_001,DEMO,1965.67,USD,CARD,CARD,PERMANENT,5,5,0
pay_synth_01822,demo_company_001,DEMO,692.11,INR,CARD,CARD,PERMANENT,20,6,1
pay_synth_04664,demo_company_001,STRIPE,15082.88,USD,UPI,NETWORK,TEMPORARY,22,3,1
pay_synth_01857,demo_company_001,RAZORPAY,1196.88,INR,CARD,NETWORK,TEMPORARY,23,1,0
pay_synth_02242,demo_company_001,DEMO,10223.92,USD,NETBANKING,INSUFFICIENT_FUNDS,TEMPORARY,5,4,1
pay_synth_03285,demo_company_001,DEMO,1090.18,INR,CARD,NETWORK,TEMPORARY,3,0,1
pay_synth_04870,demo_company_001,STRIPE,6323.67,INR,UPI,AUTHENTICATION,TEMPORARY,15,5,1
pay_synth_01139,demo_company_001,DEMO,3754.96,INR,CARD,CARD,PERMANENT,5,4,0
pay_synth_00644,demo_company_001,DEMO,697.39,INR,UPI,TEMPORARY,TEMPORARY,17,0,1
pay_synth_01157,demo_company_001,DEMO,684.72,INR,CARD,TEMPORARY,TEMPORARY,5,5,1
pay_synth_02673,demo_company_001,RAZORPAY,300.98,INR,NETBANKING,NETWORK,TEMPORARY,14,4,1
pay_synth_01123,demo_company_001,STRIPE,1863.92,INR,UPI,AUTHENTICATION,TEMPORARY,4,5,0
pay_synth_04963,demo_company_001,DEMO,1897.27,INR,CARD,PROVIDER,TEMPORARY,7,2,1
pay_synth_04916,demo_company_001,STRIPE,3770.0,INR,NETBANKING,INSUFFICIENT_FUNDS,TEMPORARY,20,6,1
pay_synth_04205,demo_company_001,DEMO,2604.06,INR,NETBANKING,BANK,PERMANENT,17,0,1
pay_synth_03272,demo_company_001,DEMO,1644.47,INR,UPI,AUTHENTICATION,TEMPORARY,10,3,0
pay_synth_03306,demo_company_001,DEMO,1362.91,INR,UPI,NETWORK,TEMPORARY,0,1,0
pay_synth_02295,demo_company_001,DEMO,744.49,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,15,2,1
pay_synth_02381,demo_company_001,STRIPE,2099.1,INR,UPI,AUTHENTICATION,TEMPORARY,23,5,0
pay_synth_00671,demo_company_001,DEMO,6057.71,USD,NETBANKING,CUSTOMER_ACTION_REQUIRED,TEMPORARY,15,1,1
pay_synth_04336,demo_company_001,DEMO,969.12,INR,UPI,TEMPORARY,TEMPORARY,14,5,1
pay_synth_00186,demo_company_001,RAZORPAY,325.5,INR,NETBANKING,AUTHENTICATION,TEMPORARY,19,5,1
pay_synth_02128,demo_company_001,DEMO,370.12,INR,UPI,UNKNOWN,UNKNOWN,21,0,0
pay_synth_00261,demo_company_001,RAZORPAY,1754.58,INR,UPI,CARD,PERMANENT,15,4,0
pay_synth_01128,demo_company_001,DEMO,6014.73,USD,UPI,AUTHENTICATION,TEMPORARY,21,3,0
pay_synth_01819,demo_company_001,RAZORPAY,3792.97,INR,NETBANKING,CARD,PERMANENT,17,4,0
pay_synth_02066,demo_company_001,RAZORPAY,830.66,INR,CARD,AUTHENTICATION,TEMPORARY,16,1,0
pay_synth_03587,demo_company_001,DEMO,1691.53,USD,NETBANKING,TEMPORARY,TEMPORARY,21,2,1
pay_synth_03635,demo_company_001,DEMO,1436.43,INR,UPI,CARD,PERMANENT,15,4,0
pay_synth_03523,demo_company_001,DEMO,8000.66,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,16,6,1
pay_synth_03273,demo_company_001,RAZORPAY,12632.76,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,8,3,1
pay_synth_04888,demo_company_001,RAZORPAY,5440.11,INR,NETBANKING,INSUFFICIENT_FUNDS,TEMPORARY,15,4,1
pay_synth_03546,demo_company_001,DEMO,2245.22,INR,CARD,CARD,PERMANENT,0,1,0
pay_synth_04675,demo_company_001,DEMO,468.57,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,17,4,1
pay_synth_01385,demo_company_001,RAZORPAY,4913.18,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,14,3,1
pay_synth_01518,demo_company_001,STRIPE,6078.93,USD,CARD,INSUFFICIENT_FUNDS,TEMPORARY,11,4,0
pay_synth_04055,demo_company_001,RAZORPAY,1049.15,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,3,6,1
pay_synth_00649,demo_company_001,RAZORPAY,2616.29,USD,CARD,UNKNOWN,UNKNOWN,1,4,0
pay_synth_00201,demo_company_001,RAZORPAY,1403.69,INR,UPI,NETWORK,TEMPORARY,16,4,0
pay_synth_04058,demo_company_001,DEMO,6636.3,INR,UPI,BANK,TEMPORARY,2,2,0
pay_synth_01877,demo_company_001,RAZORPAY,688.05,INR,UPI,BANK,PERMANENT,13,5,1
pay_synth_00968,demo_company_001,DEMO,9277.05,INR,UPI,NETWORK,TEMPORARY,5,1,1
pay_synth_02824,demo_company_001,DEMO,4299.79,INR,CARD,NETWORK,TEMPORARY,13,6,1
pay_synth_04023,demo_company_001,RAZORPAY,1636.85,INR,CARD,AUTHENTICATION,TEMPORARY,4,1,0
pay_synth_01254,demo_company_001,DEMO,1303.57,INR,UPI,CUSTOMER_ACTION_REQUIRED,TEMPORARY,23,0,1
pay_synth_00060,demo_company_001,DEMO,834.56,INR,UPI,AUTHENTICATION,TEMPORARY,7,0,1
pay_synth_01566,demo_company_001,DEMO,12928.31,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,14,4,1
pay_synth_00450,demo_company_001,DEMO,540.45,INR,UPI,UNKNOWN,UNKNOWN,19,2,1
pay_synth_00065,demo_company_001,DEMO,2705.22,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,22,2,1
pay_synth_01271,demo_company_001,RAZORPAY,3407.25,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,23,0,1
pay_synth_00937,demo_company_001,DEMO,3145.27,INR,CARD,CUSTOMER_ACTION_REQUIRED,TEMPORARY,23,6,0
pay_synth_01546,demo_company_001,DEMO,951.61,USD,UPI,AUTHENTICATION,TEMPORARY,2,5,0
pay_synth_02648,demo_company_001,RAZORPAY,1910.41,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,13,5,1
pay_synth_00174,demo_company_001,DEMO,941.17,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,10,6,1
pay_synth_00345,demo_company_001,DEMO,2336.48,INR,WALLET,CUSTOMER_ACTION_REQUIRED,TEMPORARY,22,1,1
pay_synth_01408,demo_company_001,STRIPE,353.63,INR,UPI,NETWORK,TEMPORARY,2,4,1
pay_synth_02795,demo_company_001,DEMO,1768.41,INR,CARD,AUTHENTICATION,TEMPORARY,18,5,1
pay_synth_01520,demo_company_001,STRIPE,8566.5,INR,UPI,PROVIDER,TEMPORARY,10,5,1
pay_synth_03388,demo_company_001,RAZORPAY,930.24,USD,UPI,INSUFFICIENT_FUNDS,TEMPORARY,20,2,1
pay_synth_02830,demo_company_001,DEMO,4876.84,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,22,4,1
pay_synth_04250,demo_company_001,STRIPE,6638.65,INR,UPI,UNKNOWN,UNKNOWN,15,5,0
pay_synth_03812,demo_company_001,DEMO,1083.28,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,20,6,1
pay_synth_01556,demo_company_001,DEMO,1272.77,INR,CARD,NETWORK,TEMPORARY,15,4,1
pay_synth_01699,demo_company_001,STRIPE,2501.48,INR,NETBANKING,CUSTOMER_ACTION_REQUIRED,TEMPORARY,21,3,0
pay_synth_04093,demo_company_001,DEMO,1394.84,INR,CARD,AUTHENTICATION,TEMPORARY,18,4,0
pay_synth_01092,demo_company_001,RAZORPAY,1611.36,INR,CARD,BANK,PERMANENT,2,5,0
pay_synth_00991,demo_company_001,RAZORPAY,524.45,INR,UPI,CARD,PERMANENT,20,2,0
pay_synth_02406,demo_company_001,RAZORPAY,829.99,USD,UPI,INSUFFICIENT_FUNDS,TEMPORARY,8,5,1
pay_synth_04499,demo_company_001,DEMO,1968.59,INR,WALLET,AUTHENTICATION,TEMPORARY,11,2,0
pay_synth_04610,demo_company_001,DEMO,577.4,INR,CARD,CARD,PERMANENT,21,2,0
pay_synth_00386,demo_company_001,STRIPE,880.26,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,16,3,1
pay_synth_00874,demo_company_001,DEMO,1187.08,INR,NETBANKING,INSUFFICIENT_FUNDS,TEMPORARY,4,5,0
pay_synth_01289,demo_company_001,DEMO,2185.6,INR,WALLET,AUTHENTICATION,TEMPORARY,10,0,1
pay_synth_01010,demo_company_001,DEMO,3172.23,INR,UPI,AUTHENTICATION,TEMPORARY,14,1,1
pay_synth_03348,demo_company_001,DEMO,823.34,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,4,6,1
pay_synth_02469,demo_company_001,DEMO,7299.36,INR,CARD,NETWORK,TEMPORARY,16,1,1
pay_synth_03284,demo_company_001,STRIPE,2252.87,USD,UPI,INSUFFICIENT_FUNDS,TEMPORARY,5,1,0
pay_synth_01673,demo_company_001,STRIPE,2172.41,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,23,0,1
pay_synth_01874,demo_company_001,STRIPE,855.54,INR,UPI,NETWORK,TEMPORARY,21,3,1
pay_synth_04384,demo_company_001,RAZORPAY,3135.72,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,1,1,1
pay_synth_02929,demo_company_001,RAZORPAY,751.93,INR,CARD,NETWORK,TEMPORARY,16,4,0
pay_synth_02233,demo_company_001,STRIPE,8153.75,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,13,2,0
pay_synth_04323,demo_company_001,RAZORPAY,3681.68,USD,CARD,NETWORK,TEMPORARY,21,4,1
pay_synth_02335,demo_company_001,DEMO,5039.26,INR,UPI,AUTHENTICATION,TEMPORARY,19,4,1
pay_synth_01541,demo_company_001,RAZORPAY,4559.45,INR,UPI,BANK,UNKNOWN,1,6,1
pay_synth_02882,demo_company_001,STRIPE,2453.26,INR,CARD,BANK,TEMPORARY,20,0,1
pay_synth_01390,demo_company_001,DEMO,489.8,INR,CARD,AUTHENTICATION,TEMPORARY,21,2,1
pay_synth_01291,demo_company_001,DEMO,253.75,INR,UPI,NETWORK,TEMPORARY,7,5,1
pay_synth_04011,demo_company_001,DEMO,508.27,INR,UPI,BANK,TEMPORARY,12,0,0
pay_synth_00253,demo_company_001,STRIPE,2006.94,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,14,0,1
pay_synth_04311,demo_company_001,DEMO,6762.01,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,7,6,1
pay_synth_04618,demo_company_001,STRIPE,749.97,INR,NETBANKING,AUTHENTICATION,TEMPORARY,2,0,1
pay_synth_01013,demo_company_001,STRIPE,6737.47,INR,WALLET,TEMPORARY,TEMPORARY,22,5,1
pay_synth_00490,demo_company_001,STRIPE,3013.23,INR,NETBANKING,AUTHENTICATION,TEMPORARY,14,4,0
pay_synth_03606,demo_company_001,DEMO,5884.16,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,16,5,1
pay_synth_02989,demo_company_001,RAZORPAY,478.05,INR,CARD,AUTHENTICATION,TEMPORARY,12,0,1
pay_synth_00343,demo_company_001,DEMO,1171.68,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,17,5,1
pay_synth_01835,demo_company_001,STRIPE,2434.38,INR,NETBANKING,NETWORK,TEMPORARY,12,6,1
pay_synth_00551,demo_company_001,RAZORPAY,1798.54,INR,UPI,AUTHENTICATION,TEMPORARY,19,3,0
pay_synth_01871,demo_company_001,STRIPE,998.13,INR,CARD,UNKNOWN,UNKNOWN,12,4,1
pay_synth_03918,demo_company_001,DEMO,1813.98,INR,NETBANKING,CARD,PERMANENT,7,0,0
pay_synth_04559,demo_company_001,STRIPE,2362.4,USD,CARD,CARD,PERMANENT,2,5,0
pay_synth_04518,demo_company_001,STRIPE,633.61,INR,CARD,AUTHENTICATION,TEMPORARY,3,4,1
pay_synth_02235,demo_company_001,RAZORPAY,3887.15,INR,UPI,AUTHENTICATION,TEMPORARY,20,0,1
pay_synth_01173,demo_company_001,RAZORPAY,2742.74,USD,UPI,TEMPORARY,TEMPORARY,9,5,1
pay_synth_03281,demo_company_001,DEMO,1369.68,INR,UPI,BANK,PERMANENT,20,2,1
pay_synth_02311,demo_company_001,RAZORPAY,990.62,INR,WALLET,NETWORK,TEMPORARY,21,0,0
pay_synth_02436,demo_company_001,DEMO,6096.61,INR,NETBANKING,TEMPORARY,TEMPORARY,17,0,1
pay_synth_03174,demo_company_001,DEMO,2014.04,INR,UPI,BANK,TEMPORARY,7,5,1
pay_synth_04367,demo_company_001,DEMO,4423.09,INR,CARD,UNKNOWN,UNKNOWN,8,3,1
pay_synth_00428,demo_company_001,STRIPE,5005.23,INR,UPI,BANK,TEMPORARY,18,5,1
pay_synth_02292,demo_company_001,DEMO,3631.32,INR,UPI,AUTHENTICATION,TEMPORARY,9,4,0
pay_synth_04787,demo_company_001,STRIPE,2493.02,INR,UPI,CARD,PERMANENT,12,0,0
pay_synth_03267,demo_company_001,DEMO,4708.09,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,20,4,1
pay_synth_02870,demo_company_001,DEMO,1005.47,INR,UPI,CARD,PERMANENT,19,6,0
pay_synth_00467,demo_company_001,DEMO,5634.42,INR,CARD,AUTHENTICATION,TEMPORARY,15,0,0
pay_synth_02736,demo_company_001,RAZORPAY,5063.8,USD,CARD,AUTHENTICATION,TEMPORARY,14,5,1
pay_synth_01499,demo_company_001,DEMO,1031.62,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,12,6,1
pay_synth_03006,demo_company_001,STRIPE,2494.12,INR,UPI,CARD,PERMANENT,21,4,1
pay_synth_02312,demo_company_001,STRIPE,1937.2,INR,CARD,CARD,PERMANENT,3,4,0
pay_synth_02547,demo_company_001,DEMO,5900.3,INR,CARD,NETWORK,TEMPORARY,3,4,0
pay_synth_02773,demo_company_001,STRIPE,283.24,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,15,2,1
pay_synth_00082,demo_company_001,RAZORPAY,6411.18,INR,UPI,NETWORK,TEMPORARY,21,3,1
pay_synth_00380,demo_company_001,DEMO,1360.52,INR,UPI,BANK,TEMPORARY,10,3,1
pay_synth_03040,demo_company_001,RAZORPAY,1258.91,USD,WALLET,BANK,TEMPORARY,6,0,1
pay_synth_00985,demo_company_001,RAZORPAY,702.42,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,16,3,1
pay_synth_04285,demo_company_001,RAZORPAY,2155.93,INR,NETBANKING,AUTHENTICATION,TEMPORARY,6,3,0
pay_synth_03683,demo_company_001,RAZORPAY,605.73,INR,UPI,BANK,UNKNOWN,17,2,1
pay_synth_03334,demo_company_001,DEMO,2976.52,USD,UPI,PROVIDER,TEMPORARY,11,1,0
pay_synth_01695,demo_company_001,DEMO,890.58,USD,CARD,INSUFFICIENT_FUNDS,TEMPORARY,1,1,0
pay_synth_03880,demo_company_001,DEMO,2672.37,INR,UPI,TEMPORARY,TEMPORARY,19,6,1
pay_synth_03646,demo_company_001,DEMO,2617.15,INR,UPI,NETWORK,TEMPORARY,19,4,1
pay_synth_02776,demo_company_001,DEMO,7069.58,INR,UPI,AUTHENTICATION,TEMPORARY,14,5,0
pay_synth_00008,demo_company_001,STRIPE,569.59,INR,NETBANKING,NETWORK,TEMPORARY,23,1,1
pay_synth_03752,demo_company_001,STRIPE,2143.97,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,0,5,1
pay_synth_03010,demo_company_001,DEMO,251.91,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,21,3,1
pay_synth_04146,demo_company_001,RAZORPAY,8124.97,INR,UPI,NETWORK,TEMPORARY,1,2,1
pay_synth_04417,demo_company_001,DEMO,2225.16,INR,CARD,CARD,PERMANENT,6,1,0
pay_synth_03697,demo_company_001,STRIPE,357.08,USD,WALLET,TEMPORARY,TEMPORARY,10,5,1
pay_synth_03840,demo_company_001,RAZORPAY,214.88,INR,UPI,CARD,PERMANENT,7,3,0
pay_synth_04635,demo_company_001,DEMO,2020.19,INR,UPI,NETWORK,TEMPORARY,13,5,1
pay_synth_02089,demo_company_001,STRIPE,816.16,INR,UPI,NETWORK,TEMPORARY,5,0,1
pay_synth_03839,demo_company_001,STRIPE,1072.63,INR,NETBANKING,AUTHENTICATION,TEMPORARY,17,6,0
pay_synth_03922,demo_company_001,DEMO,1218.78,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,12,5,1
pay_synth_01492,demo_company_001,DEMO,5755.13,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,13,2,1
pay_synth_01851,demo_company_001,DEMO,704.05,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,22,6,1
pay_synth_00833,demo_company_001,DEMO,800.06,USD,NETBANKING,AUTHENTICATION,TEMPORARY,20,0,1
pay_synth_03346,demo_company_001,RAZORPAY,653.51,INR,CARD,AUTHENTICATION,TEMPORARY,23,5,1
pay_synth_03568,demo_company_001,RAZORPAY,1981.27,INR,NETBANKING,AUTHENTICATION,TEMPORARY,5,6,1
pay_synth_00478,demo_company_001,RAZORPAY,4285.27,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,9,6,1
pay_synth_03550,demo_company_001,RAZORPAY,902.26,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,6,2,1
pay_synth_01304,demo_company_001,RAZORPAY,4279.17,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,10,4,1
pay_synth_02062,demo_company_001,RAZORPAY,7397.6,INR,CARD,BANK,TEMPORARY,19,2,1
pay_synth_00563,demo_company_001,DEMO,898.17,USD,UPI,INSUFFICIENT_FUNDS,TEMPORARY,10,0,1
pay_synth_04018,demo_company_001,STRIPE,506.96,USD,NETBANKING,INSUFFICIENT_FUNDS,TEMPORARY,0,2,1
pay_synth_01953,demo_company_001,RAZORPAY,1822.77,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,17,3,0
pay_synth_03989,demo_company_001,DEMO,5232.43,INR,NETBANKING,INSUFFICIENT_FUNDS,TEMPORARY,17,4,1
pay_synth_00338,demo_company_001,RAZORPAY,630.63,INR,CARD,AUTHENTICATION,TEMPORARY,18,3,1
pay_synth_03370,demo_company_001,RAZORPAY,1708.06,USD,UPI,AUTHENTICATION,TEMPORARY,21,2,1
pay_synth_03409,demo_company_001,DEMO,1716.28,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,10,3,1
pay_synth_03234,demo_company_001,DEMO,2883.47,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,11,1,1
pay_synth_02491,demo_company_001,DEMO,1490.34,INR,UPI,BANK,UNKNOWN,18,3,0
pay_synth_04686,demo_company_001,DEMO,5108.88,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,4,2,1
pay_synth_01637,demo_company_001,DEMO,3515.74,INR,NETBANKING,NETWORK,TEMPORARY,1,0,1
pay_synth_03843,demo_company_001,DEMO,2568.3,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,19,5,0
pay_synth_04668,demo_company_001,STRIPE,2090.39,INR,UPI,NETWORK,TEMPORARY,0,3,0
pay_synth_04938,demo_company_001,RAZORPAY,969.88,INR,CARD,BANK,UNKNOWN,20,1,1
pay_synth_01153,demo_company_001,RAZORPAY,252.69,INR,UPI,AUTHENTICATION,TEMPORARY,17,1,1
pay_synth_00281,demo_company_001,STRIPE,1718.49,INR,WALLET,AUTHENTICATION,TEMPORARY,14,6,1
pay_synth_01615,demo_company_001,DEMO,1698.62,INR,UPI,INSUFFICIENT_FUNDS,TEMPORARY,7,4,1
pay_synth_00339,demo_company_001,DEMO,358.71,USD,NETBANKING,AUTHENTICATION,TEMPORARY,5,4,1
pay_synth_02368,demo_company_001,RAZORPAY,903.64,INR,CARD,AUTHENTICATION,TEMPORARY,10,1,0
pay_synth_03787,demo_company_001,RAZORPAY,2066.12,INR,CARD,CARD,PERMANENT,21,0,0
pay_synth_02696,demo_company_001,RAZORPAY,3514.62,INR,CARD,NETWORK,TEMPORARY,12,6,0
pay_synth_02052,demo_company_001,DEMO,259.47,USD,CARD,AUTHENTICATION,TEMPORARY,13,0,1
pay_synth_01751,demo_company_001,RAZORPAY,786.55,INR,UPI,NETWORK,TEMPORARY,13,3,1
pay_synth_04141,demo_company_001,DEMO,1151.43,USD,UPI,AUTHENTICATION,TEMPORARY,18,6,1
pay_synth_02755,demo_company_001,STRIPE,1018.48,INR,UPI,CARD,PERMANENT,4,3,1
pay_synth_01724,demo_company_001,DEMO,5156.91,INR,UPI,NETWORK,TEMPORARY,8,3,1
pay_synth_00953,demo_company_001,DEMO,1985.5,INR,CARD,INSUFFICIENT_FUNDS,TEMPORARY,22,5,1
pay_synth_02039,demo_company_001,DEMO,850.86,INR,CARD,NETWORK,TEMPORARY,8,6,1
pay_synth_01543,demo_company_001,RAZORPAY,576.95,INR,WALLET,BANK,TEMPORARY,14,3,1
pay_synth_00709,demo_company_001,DEMO,686.24,USD,CARD,CARD,PERMANENT,18,3,1
pay_synth_00523,demo_company_001,STRIPE,900.81,INR,CARD,PROVIDER,TEMPORARY,16,3,1
